acctcd_n,age,atmuser,behave_scr,CARD_TYPE,CREDIT_LIM,currbal,delnum,ecomuser,CREDIT_SCORE,GENDER,hhincome,okmail,OPEN_DT,p_bankrupt,p_churn,p_revenue,p_risk,prodnum,ROC1,ROC12,ROC3,ROC6,SSN,t_asset,T_debt,T_debtserv,T_liab,writeoff,YEAR,ZIPCODE,account_id,_PartInd_
3,26,Y,420,VISA,3000.00,750.00,0,N,591,M,33983.00,N,8-Jun-12,0.847958803,0.318044406,0.083001604,0.023172809,1,0,14,5,10,497515301,1500.00,250000.00,12500.00,251500.00,0,2012,83701,6204242677,1
3,34,Y,480,VISA,4000.00,2200.00,3,N,633,M,63000.00,N,29-Mar-14,0.451326211,0.688652365,0.069989288,0.544641597,5,1,41,11,23,497535407,200000.00,0.00,0.00,8500.00,0,2014,85032,5035152270,1
3,32,N,450,MC,2000.00,0.00,0,Y,732,F,42000.00,Y,6-Nov-12,0.926859987,0.45496897,0.190914478,0.247132445,3,0,14,5,10,497563993,300000.00,0.00,0.00,151500.00,0,2012,80202,2882992734,1
3,29,Y,280,MC,2000.00,0.00,1,N,576,F,91000.00,Y,3-Apr-14,0.806186993,0.448059836,0.127123415,0.410869101,4,3,62,13,32,497700135,20000.00,0.00,0.00,11000.00,0,2014,94116,7387558947,1
3,47,N,320,VISA,2000.00,0.00,4,Y,597,F,20000.00,N,15-Sep-13,0.29204301,0.183796808,0.237919909,0.021427506,5,3,62,13,32,498079617,250000.00,1500.00,75.00,251500.00,1,2013,82001,4724360907,1
3,28,N,480,MC,10000.00,7500.00,1,N,618,F,67000.00,Y,4-Dec-12,0.419494256,0.599177251,0.009335753,0.368701743,4,1,41,11,23,498168888,300000.00,0.00,0.00,13600.00,0,2012,95109,6648842621,1
2,31,Y,340,MC,3000.00,750.00,0,N,621,F,9000.00,N,30-Mar-13,0.985222637,0.287971676,0.636597156,0.242095233,1,3,62,13,32,498399580,7500.00,9200.00,368.00,16700.00,0,2013,89101,7253773402,1
2,29,N,400,VISA,2000.00,0.00,2,N,534,M,32000.00,Y,19-Feb-13,0.091613741,0.948933795,0.020273768,0.734913877,5,3,62,13,32,498567107,300000.00,1500.00,75.00,301500.00,0,2013,90020,9723115256,0
1,50,Y,420,MC,3000.00,1000.00,2,N,618,M,136000.00,N,6-May-14,0.179004787,0.250155308,0.214580048,0.356881091,4,3,62,13,32,498641129,10000.00,1000.00,60.00,11000.00,0,2014,85032,2701189165,0
1,30,Y,240,VISA,5000.00,3450.00,0,N,660,M,45000.00,N,15-Sep-13,0.496337166,0.078283765,0.787310466,0.951203663,2,2,59,17,29,498852132,200000.00,0.00,0.00,16700.00,0,2013,80010,4515616169,1
4,51,N,300,VISA,5000.00,3200.00,0,Y,555,F,83000.00,Y,6-Jul-13,0.377353457,0.589472219,0.483412838,0.907650362,3,4,71,20,34,498864528,250000.00,0.00,0.00,201500.00,0,2013,98115,4910109451,1
2,34,N,360,VISA,6000.00,3500.00,1,Y,606,F,76000.00,Y,5-Mar-12,0.126111662,0.319777054,0.222944358,0.610275141,4,0,14,5,10,498933855,300000.00,0.00,0.00,251500.00,0,2012,97209,2620045274,1
3,28,N,280,VISA,2000.00,0.00,4,Y,588,M,18000.00,Y,8-Mar-12,0.976039052,0.832407714,0.904223383,0.616960708,2,1,41,11,23,499062199,300000.00,0.00,0.00,1600.00,1,2012,85032,9024563063,1
1,28,N,450,VISA,2000.00,0.00,3,N,594,M,25000.00,Y,5-Apr-12,0.451232454,0.409855404,0.930543929,0.847789828,5,2,59,17,29,499232597,150000.00,0.00,0.00,8500.00,1,2012,98101,8157641384,1
2,41,N,320,VISA,3000.00,625.00,4,N,735,F,132000.00,N,10-Jul-13,0.779907178,0.011715694,0.395811436,0.859428468,5,1,41,11,23,499268245,250000.00,0.00,0.00,8500.00,1,2013,83701,9764177673,1
4,32,Y,400,MC,5000.00,3450.00,4,N,708,M,64000.00,N,8-May-13,0.733713129,0.304891698,0.519302414,0.66165955,1,1,41,11,23,499277930,12500.00,9000.00,360.00,21500.00,1,2013,84601,4777967578,0
1,28,Y,450,VISA,2000.00,0.00,0,N,663,F,32000.00,Y,15-Mar-12,0.732371339,0.63591952,0.684145429,0.491241791,3,0,14,0,10,499493255,200000.00,51500.00,2575.00,251500.00,0,2012,94116,4715123370,1
1,30,N,420,MC,9000.00,6920.00,1,N,687,F,11000.00,N,15-May-14,0.521809195,0.907236902,0.714523049,0.485378463,3,3,62,13,32,499628934,12500.00,0.00,0.00,8500.00,0,2014,80202,6744513804,0
3,47,N,340,VISA,2000.00,0.00,4,Y,675,M,44000.00,N,1-May-12,0.765051901,0.963948638,0.36450027,0.762293744,1,2,59,17,29,499649938,300000.00,0.00,0.00,13600.00,1,2012,90210,864591650,1
3,46,Y,410,MC,5000.00,2575.00,0,N,555,M,33000.00,N,30-Mar-13,0.355084243,0.042423861,0.698754052,0.073433287,1,1,41,11,23,499650937,15000.00,0.00,0.00,1600.00,0,2013,89044,8110533249,0
4,38,Y,280,MC,3000.00,1200.00,1,N,558,F,74000.00,N,21-May-14,0.415186722,0.09482156,0.255004141,0.614273817,3,1,41,11,23,499736459,15000.00,136500.00,9555.00,151500.00,0,2014,95109,2810772873,0
4,31,Y,440,MC,3000.00,625.00,0,Y,630,M,74000.00,Y,20-Jun-13,0.842692869,0.771733191,0.80721303,0.665293674,1,0,14,0,10,499773579,200000.00,1500.00,105.00,201500.00,0,2013,90189,6976852099,1
4,53,Y,320,MC,2000.00,0.00,0,N,624,F,11000.00,N,12-Apr-13,0.157713649,0.183186881,0.170450265,0.221396728,1,4,71,20,34,499794110,300000.00,1500.00,75.00,301500.00,0,2013,98115,3953314705,1
1,34,Y,420,VISA,5000.00,2575.00,4,N,540,F,26000.00,N,19-Feb-13,0.220898185,0.792381118,0.506639652,0.649605519,4,1,41,11,23,499980311,200000.00,0.00,0.00,16700.00,1,2013,90020,2772974504,1
1,36,N,240,MC,4000.00,2100.00,4,Y,615,F,50000.00,Y,1-Apr-13,0.683401953,0.979987129,0.831694541,0.424864894,4,1,41,11,23,500010446,150000.00,0.00,0.00,16700.00,1,2013,82001,1670346405,1
3,55,Y,340,VISA,2000.00,0.00,4,N,537,M,53000.00,N,19-Feb-13,0.11819742,0.729821082,0.424009251,0.647256574,1,1,41,11,23,500110670,150000.00,0.00,0.00,13600.00,1,2013,90020,5025160660,0
1,37,Y,400,VISA,3000.00,625.00,3,N,690,F,64000.00,N,6-Sep-12,0.293509252,0.996733787,0.145121519,0.551570589,5,0,14,5,10,500115986,12500.00,9000.00,360.00,21500.00,1,2012,95109,1585670301,0
1,30,N,460,VISA,2000.00,0.00,1,N,615,M,11000.00,N,3-Apr-12,0.630016434,0.385176527,0.50759648,0.017916667,3,0,14,5,10,500485064,10000.00,3600.00,216.00,13600.00,0,2012,92108,2098572907,0
2,37,N,370,MC,6000.00,4475.00,1,N,603,F,12000.00,N,15-Dec-12,0.872806729,0.252907355,0.062857042,0.823058293,4,2,59,17,29,500530387,12500.00,0.00,0.00,8500.00,0,2012,94116,3746247209,0
3,39,Y,240,VISA,3000.00,575.00,2,Y,606,M,27000.00,N,5-Apr-12,0.679786728,0.517320978,0.598553853,0.273622352,4,0,14,5,10,500608266,300000.00,0.00,0.00,1600.00,0,2012,84605,1124168872,0
2,28,Y,500,VISA,3000.00,1000.00,4,Y,702,F,28000.00,Y,24-Sep-12,0.01450923,0.862982243,0.438745736,0.135691764,2,3,62,13,32,500801549,300000.00,0.00,0.00,21500.00,1,2012,85703,9191484921,1
1,40,N,400,MC,4000.00,2100.00,4,Y,678,M,49000.00,Y,21-May-14,0.4137613,0.91304758,0.16340444,0.161977,1,1,41,11,23,500835167,1500.00,9500.00,570.00,11000.00,1,2014,85035,5333543460,0
1,28,N,240,VISA,5000.00,2575.00,0,Y,717,M,40000.00,Y,17-Apr-12,0.755051983,0.666970166,0.711011074,0.534847442,1,2,59,17,29,501033565,200000.00,51500.00,2575.00,251500.00,0,2012,85032,3444090618,0
2,45,N,320,MC,3000.00,625.00,4,N,582,M,32668.00,N,24-Apr-13,0.350946388,0.251354988,0.801150688,0.601967888,5,1,41,11,23,501097194,200000.00,0.00,0.00,13600.00,1,2013,97211,9382720161,1
1,58,N,400,VISA,5000.00,3450.00,1,Y,639,M,42000.00,Y,18-Jul-12,0.305511245,0.344890592,0.325200919,0.403959613,3,4,71,20,34,501230894,12500.00,1100.00,66.00,13600.00,0,2012,85035,4797101689,1
1,60,N,400,VISA,5000.00,3450.00,1,Y,672,F,97000.00,Y,7-Feb-12,0.117045394,0.02373186,0.570388627,0.383761558,3,4,71,20,34,501296581,200000.00,0.00,0.00,13600.00,0,2012,83716,1572850296,1
1,28,N,440,VISA,4000.00,2100.00,0,Y,741,F,34000.00,Y,15-Sep-13,0.770990901,0.666643373,0.218817137,0.010122082,2,2,59,17,29,501389260,250000.00,0.00,0.00,13600.00,0,2013,94103,4425902439,1
1,33,Y,480,MC,2000.00,0.00,4,Y,597,F,25000.00,N,5-Nov-12,0.636039658,0.227307074,0.931673366,0.114208197,1,2,59,17,29,501414955,200000.00,0.00,0.00,16700.00,1,2012,84605,8600118374,1
1,28,N,410,MC,10000.00,7500.00,1,N,621,M,87000.00,N,16-Apr-14,0.835057101,0.468938375,0.151997738,0.419760286,4,3,62,13,32,501541676,20000.00,0.00,0.00,11000.00,0,2014,94103,1927183299,1
3,27,N,440,MC,2000.00,0.00,4,N,609,M,25000.00,N,21-Nov-12,0.81609237,0.908834079,0.362463224,0.547946642,3,1,41,11,23,501603898,10000.00,141500.00,9905.00,151500.00,1,2012,89101,4016945285,1
3,28,N,500,VISA,9000.00,6920.00,1,Y,720,M,26000.00,Y,1-Jan-12,0.736956153,0.058557367,0.39775676,0.040959189,4,1,41,11,23,501607983,20000.00,231500.00,11575.00,251500.00,0,2012,84601,5520498047,1
1,35,N,220,VISA,9000.00,6920.00,4,Y,570,M,26000.00,Y,28-Aug-12,0.421539165,0.273341044,0.347440105,0.051043864,4,2,59,17,29,501709849,300000.00,0.00,0.00,1600.00,1,2012,82001,3421558008,1
1,37,N,440,VISA,4000.00,2100.00,0,Y,660,F,30000.00,Y,5-Apr-12,0.683345542,0.701227499,0.69228652,0.728050434,2,2,59,17,29,501746800,15000.00,1700.00,68.00,16700.00,0,2012,83701,5068479090,1
4,46,N,480,MC,5000.00,2575.00,1,Y,558,F,42000.00,N,18-May-14,0.714363813,0.748891748,0.231627781,0.30068365,4,1,41,11,23,501955787,12500.00,239000.00,11950.00,251500.00,0,2014,82001,883670627,0
3,39,N,400,MC,9000.00,6920.00,3,Y,744,M,13000.00,Y,15-Dec-12,0.212688026,0.349660519,0.281174272,0.55511926,5,2,59,17,29,502043811,1500.00,100.00,5.00,1600.00,0,2012,83701,1050719256,1
2,34,N,450,MC,5000.00,2575.00,4,N,657,M,32000.00,N,1-Apr-13,0.942300452,0.281974347,0.6121374,0.29148519,2,0,14,0,10,502085252,15000.00,236500.00,11825.00,251500.00,1,2013,94116,2012251570,0
3,31,Y,410,VISA,2000.00,0.00,0,Y,660,M,48000.00,Y,3-Apr-12,0.9217808,0.441612509,0.681696655,0.721360071,3,1,41,11,23,502312374,300000.00,0.00,0.00,8500.00,0,2012,84601,3455327425,1
4,28,N,220,MC,9000.00,6920.00,4,N,708,M,11000.00,N,4-May-14,0.5595964,0.896131224,0.727863812,0.400933461,2,1,41,11,23,502347825,15000.00,0.00,0.00,13600.00,1,2014,97209,219578236,0
2,32,N,240,MC,3000.00,625.00,1,N,687,M,29500.00,N,10-Jun-13,0.428146117,0.255406707,0.341776412,0.996297592,4,2,59,17,29,502354127,1500.00,7000.00,350.00,8500.00,0,2013,83716,9820307395,1
4,27,N,450,MC,6000.00,3500.00,0,Y,558,M,48000.00,N,10-Jun-13,0.191499602,0.60698429,0.399241946,0.230211323,2,3,62,13,32,502367612,10000.00,0.00,0.00,1600.00,0,2013,82001,9989528940,1
4,30,Y,400,VISA,10000.00,7500.00,0,Y,648,F,20000.00,N,19-Sep-13,0.156307946,0.620684482,0.388496214,0.317249285,1,2,59,17,29,502370617,7500.00,244000.00,12200.00,251500.00,0,2013,84601,8702230011,1
1,58,Y,380,VISA,5000.00,3450.00,4,N,588,M,58000.00,N,7-Mar-13,0.325005081,0.761683383,0.043344232,0.916700837,5,2,59,17,29,502522110,200000.00,0.00,0.00,1600.00,1,2013,80202,4408177032,0
1,50,N,460,MC,4000.00,2200.00,0,Y,705,M,14000.00,Y,12-Apr-13,0.896846031,0.424667738,0.660756885,0.716400299,1,2,59,17,29,502597737,300000.00,0.00,0.00,8500.00,0,2013,80202,2403625470,0
3,33,Y,420,VISA,2000.00,0.00,3,Y,654,M,87000.00,N,4-Aug-13,0.364205354,0.50241415,0.933309752,0.209727343,5,3,62,13,32,502732257,1500.00,20000.00,800.00,21500.00,0,2013,97211,2742734744,0
2,46,Y,280,MC,6000.00,4475.00,0,Y,606,F,54000.00,N,21-Nov-12,0.461140468,0.346043754,0.403592111,0.173398682,3,1,41,11,23,502939624,250000.00,51500.00,2575.00,301500.00,0,2012,84601,153811090,1
4,35,Y,440,MC,3000.00,1200.00,0,N,747,F,62000.00,N,22-May-14,0.203408836,0.905871316,0.054640076,0.459565037,2,0,14,0,10,502986243,12500.00,9000.00,360.00,21500.00,0,2014,84601,5997850018,1
1,35,N,460,MC,2000.00,0.00,2,N,621,F,44000.00,N,4-May-14,0.695108849,0.09832277,0.396715809,0.203143653,4,1,41,11,23,503010406,10000.00,11500.00,460.00,21500.00,0,2014,94116,8026450983,1
4,33,Y,300,VISA,5000.00,3450.00,4,N,729,M,25216.00,N,7-Mar-13,0.288200092,0.548733478,0.918466785,0.439533558,3,4,71,20,34,503126939,200000.00,0.00,0.00,1600.00,1,2013,94116,9117031060,1
1,32,N,400,VISA,6000.00,3500.00,0,Y,747,F,14000.00,Y,15-May-12,0.725042268,0.292433772,0.50873802,0.643521028,1,4,71,20,34,503278739,250000.00,0.00,0.00,1600.00,0,2012,85003,3550405029,1
3,30,Y,300,MC,2000.00,0.00,4,N,564,M,38000.00,Y,24-Apr-13,0.826377479,0.550337029,0.688357254,0.136276355,5,2,59,17,29,503312363,12500.00,4200.00,168.00,16700.00,1,2013,85701,6233805440,1
1,58,N,380,VISA,10000.00,7500.00,1,Y,651,M,11000.00,Y,1-Jan-12,0.466368468,0.474262186,0.970315327,0.986102764,3,1,41,11,23,503334833,15000.00,286500.00,14325.00,301500.00,0,2012,85703,3725128241,1
1,54,N,340,MC,10000.00,7500.00,4,Y,705,M,9000.00,N,30-Mar-13,0.152609103,0.969406066,0.061007585,0.694601512,2,3,62,13,32,503379500,1500.00,7000.00,350.00,8500.00,1,2013,85032,2537302912,0
1,30,Y,480,VISA,2000.00,0.00,4,Y,651,F,61000.00,N,28-Mar-14,0.242997346,0.880207123,0.061602234,0.336021788,1,2,59,17,29,503404598,20000.00,181500.00,12705.00,201500.00,1,2014,83701,901189801,0
2,32,N,220,MC,3000.00,1200.00,0,Y,603,M,48000.00,Y,12-Dec-12,0.027918399,0.737134192,0.382526295,0.800957882,2,1,41,11,23,503591633,12500.00,0.00,0.00,1600.00,0,2012,82002,1500895425,1
3,33,Y,360,MC,5000.00,2575.00,4,N,708,M,40000.00,Y,4-May-14,0.40580932,0.044350643,0.225079982,0.502162628,1,4,71,20,34,503767918,20000.00,181500.00,12705.00,201500.00,1,2014,97211,3327281765,1
2,53,Y,280,MC,10000.00,7500.00,4,N,699,F,30000.00,N,4-Jun-13,0.48535695,0.845861546,0.665609248,0.386618439,2,4,71,20,34,503796270,15000.00,0.00,0.00,11000.00,1,2013,97211,8881977563,1
4,42,Y,460,VISA,2000.00,0.00,4,Y,591,F,57000.00,Y,13-Sep-12,0.732378679,0.176874488,0.454626584,0.343618202,3,3,62,13,32,503889980,7500.00,9200.00,368.00,16700.00,1,2012,90210,622407128,1
1,45,Y,400,VISA,5000.00,3450.00,4,N,597,M,49000.00,Y,14-Oct-13,0.825737127,0.459522369,0.642629748,0.910200232,3,0,14,5,10,503937597,150000.00,51500.00,3605.00,201500.00,1,2013,94103,2633620371,0
3,41,Y,460,VISA,6000.00,3500.00,4,N,537,M,62000.00,Y,19-Feb-13,0.149049897,0.506795912,0.827922904,0.543414934,4,2,59,17,29,504036066,15000.00,186500.00,13055.00,201500.00,1,2013,90020,7648128489,1
1,45,Y,260,VISA,5000.00,2575.00,0,N,693,M,22000.00,N,15-Sep-13,0.048246456,0.437952892,0.743099674,0.522512545,1,0,14,0,10,504061346,12500.00,139000.00,9730.00,151500.00,0,2013,95114,1728120969,1
1,29,Y,420,MC,5000.00,3200.00,0,Y,579,M,47309.00,Y,16-May-14,0.117283903,0.368209675,0.242746789,0.744598333,2,2,59,17,29,504339717,200000.00,0.00,0.00,151500.00,0,2014,89101,5914646548,0
4,34,Y,420,VISA,10000.00,7500.00,2,Y,582,F,38000.00,Y,6-Sep-12,0.096475835,0.289853799,0.693164817,0.079920746,5,1,41,11,23,504364134,300000.00,0.00,0.00,13600.00,0,2012,82001,5897086172,0
1,33,N,410,MC,10000.00,7500.00,1,N,678,M,13000.00,N,30-Mar-13,0.244088702,0.119003779,0.68154624,0.431376394,4,3,62,13,32,504449329,250000.00,0.00,0.00,16700.00,0,2013,83701,429768195,1
2,40,Y,220,VISA,3000.00,1200.00,1,N,621,M,18000.00,Y,7-Mar-13,0.696643689,0.337562734,0.017103211,0.298941301,4,3,62,13,32,504520209,20000.00,0.00,0.00,11000.00,0,2013,98101,936339270,1
1,26,N,360,MC,5000.00,3200.00,0,N,666,F,28913.00,N,8-Oct-12,0.408343559,0.563292848,0.985818204,0.295716782,1,3,62,13,32,504530257,1500.00,15200.00,608.00,16700.00,0,2012,84605,3736445943,0
2,31,Y,300,MC,3000.00,1000.00,4,N,744,M,34631.00,N,6-Apr-14,0.693070068,0.063466848,0.878268458,0.619062018,5,1,41,11,23,504662905,12500.00,0.00,0.00,11000.00,0,2014,89101,9505049153,0
1,42,Y,420,VISA,4000.00,2100.00,0,N,690,M,52000.00,N,16-Dec-13,0.848799748,0.868012197,0.858405972,0.89683087,3,3,62,13,32,504880972,15000.00,1700.00,68.00,16700.00,0,2013,97211,6733899343,0
3,30,Y,370,MC,7000.00,5000.00,4,N,654,M,9000.00,N,20-Jun-13,0.677123239,0.63755132,0.657337279,0.57819344,3,0,14,5,10,504897417,150000.00,1500.00,105.00,151500.00,1,2013,90210,1581368112,1
2,54,N,380,VISA,6000.00,4475.00,1,Y,732,M,32000.00,Y,11-Aug-13,0.190911223,0.999812605,0.595361914,0.213164678,3,4,71,20,34,504942612,1500.00,150000.00,10500.00,151500.00,0,2013,85703,4814619983,1
3,56,N,370,MC,4000.00,2100.00,4,Y,645,M,32668.00,N,8-May-13,0.599386418,0.103885416,0.851635917,0.860633912,5,1,41,11,23,505086690,20000.00,0.00,0.00,11000.00,1,2013,92108,2694609548,1
1,30,Y,260,MC,2000.00,0.00,1,N,555,F,32000.00,Y,21-Nov-12,0.450363196,0.244996468,0.847679832,0.436946375,3,0,14,0,10,505104067,7500.00,194000.00,13580.00,201500.00,0,2012,92108,9448706549,1
2,56,N,400,VISA,4000.00,2100.00,3,Y,555,F,25889.00,Y,4-May-12,0.737307109,0.214618907,0.975963008,0.930586603,5,3,62,13,32,505267794,1500.00,250000.00,12500.00,251500.00,0,2012,92108,7753519233,0
1,63,Y,420,VISA,3000.00,575.00,4,N,594,M,72000.00,N,29-Mar-14,0.718157679,0.178918514,0.948538096,0.870059766,4,2,59,17,29,505335828,7500.00,244000.00,12200.00,251500.00,1,2014,90210,7468133745,1
3,30,N,500,MC,9000.00,6920.00,1,Y,729,M,66000.00,Y,1-Oct-12,0.037753129,0.714246793,0.375999961,0.72898729,4,1,41,11,23,505526048,15000.00,0.00,0.00,8500.00,0,2012,83701,254896637,1
3,29,N,300,MC,4000.00,2100.00,3,Y,564,F,31000.00,N,4-Jun-13,0.387735014,0.583490531,0.485612773,0.877123807,5,3,62,13,32,505561915,300000.00,0.00,0.00,251500.00,1,2013,89101,4819411754,0
1,41,Y,320,MC,4000.00,2200.00,4,Y,582,F,76000.00,N,6-Apr-14,0.879926815,0.489550784,0.684738799,0.903986738,1,1,41,11,23,505802553,150000.00,101500.00,5075.00,251500.00,1,2014,94109,359829483,1
1,37,Y,480,MC,3000.00,625.00,0,Y,630,M,71000.00,N,18-Dec-12,0.342823322,0.62837232,0.485597821,0.056695817,2,1,41,11,23,505845544,150000.00,0.00,0.00,21500.00,0,2012,85703,6907057998,0
4,39,N,420,VISA,7000.00,5000.00,3,Y,720,M,19000.00,N,7-Feb-12,0.579410165,0.039029353,0.809219759,0.728458135,5,1,41,11,23,505869233,7500.00,244000.00,12200.00,251500.00,0,2012,85035,502026021,1
4,41,Y,320,MC,5000.00,3200.00,3,Y,645,F,62000.00,Y,30-Mar-13,0.726396275,0.96590694,0.846151608,0.325172937,5,3,62,13,32,506095166,200000.00,0.00,0.00,151500.00,1,2013,92110,345306886,0
1,28,Y,420,VISA,5000.00,2575.00,0,N,666,F,94000.00,N,7-Mar-13,0.204707234,0.390760219,0.297733727,0.669839696,2,1,41,11,23,506243107,300000.00,0.00,0.00,251500.00,0,2013,85003,1680601538,0
3,35,Y,450,VISA,4000.00,2200.00,0,Y,537,M,32000.00,N,19-Feb-13,0.007811192,0.143069921,0.075440557,0.345958014,1,1,41,11,23,506246290,7500.00,0.00,0.00,1600.00,0,2013,90020,1372600478,0
4,28,Y,280,VISA,2000.00,0.00,3,N,642,F,23000.00,Y,30-Nov-13,0.939095856,0.213135119,0.576115487,0.124194014,5,0,14,0,10,506305708,150000.00,0.00,0.00,1600.00,1,2013,84605,4948579443,0
2,31,N,280,VISA,3000.00,575.00,0,N,702,M,25000.00,Y,13-Sep-12,0.63556902,0.915315426,0.275442223,0.834935036,3,0,14,0,10,506507441,150000.00,0.00,0.00,1600.00,0,2012,85701,8757210834,1
3,39,Y,410,MC,2000.00,0.00,4,N,720,M,89000.00,N,17-May-14,0.66897072,0.908005545,0.288488133,0.766557782,4,1,41,11,23,506722112,200000.00,0.00,0.00,8500.00,1,2014,92110,6628932611,1
3,48,Y,440,VISA,4000.00,2200.00,4,Y,663,M,41000.00,N,18-Jul-12,0.549885325,0.181386618,0.365635972,0.628638557,3,1,41,11,23,506727623,150000.00,51500.00,3605.00,201500.00,1,2012,84605,1904617973,1
3,31,N,360,MC,5000.00,3200.00,2,Y,735,M,115000.00,Y,24-Apr-13,0.323924291,0.957311254,0.140617773,0.407391698,5,1,41,11,23,507148200,7500.00,6100.00,366.00,13600.00,0,2013,80010,2239154755,1
4,50,N,280,VISA,2000.00,0.00,4,Y,657,F,22000.00,Y,30-Mar-12,0.292522486,0.741582826,0.017052656,0.915173336,1,2,59,17,29,507160986,7500.00,9200.00,368.00,16700.00,1,2012,80202,2510894440,1
1,31,Y,220,VISA,10000.00,7500.00,4,N,606,M,80000.00,N,13-Sep-12,0.722787144,0.077012466,0.899899805,0.608350449,3,0,14,0,10,507297879,15000.00,0.00,0.00,11000.00,1,2012,89101,5230141103,1
4,27,Y,400,MC,2000.00,0.00,0,Y,642,F,55740.00,Y,15-Dec-12,0.355129767,0.739127721,0.047128744,0.81512465,3,2,59,17,29,507379475,12500.00,139000.00,9730.00,151500.00,0,2012,80010,3125126922,1
3,33,Y,420,VISA,6000.00,4475.00,4,N,747,F,98000.00,N,13-Sep-12,0.855319642,0.095876123,0.475597883,0.956710845,4,1,41,11,23,507428967,200000.00,0.00,0.00,8500.00,1,2012,80010,9248827314,1
3,37,N,240,VISA,2000.00,0.00,4,Y,708,F,47309.00,Y,14-Oct-13,0.37108898,0.451938421,0.4115137,0.573212582,2,4,71,20,34,507457201,10000.00,1000.00,60.00,11000.00,1,2013,92110,334998304,1
2,59,Y,280,MC,2000.00,0.00,0,N,732,F,32668.00,N,20-Jun-13,0.14272165,0.016779417,0.079750533,0.827866067,2,1,41,11,23,507674085,250000.00,51500.00,2575.00,301500.00,0,2013,92108,8099807817,1
1,53,Y,410,VISA,5000.00,3450.00,0,N,582,F,32000.00,N,7-Feb-12,0.107905076,0.743971747,0.925938412,0.198071754,2,0,14,0,10,507771178,20000.00,181500.00,12705.00,201500.00,0,2012,92108,5282195907,1
2,63,Y,420,MC,6000.00,3500.00,0,N,669,M,37000.00,Y,4-Jun-13,0.575398484,0.46494446,0.020171472,0.799263423,3,1,41,11,23,507894520,12500.00,289000.00,14450.00,301500.00,0,2013,95109,1454878003,0
1,30,Y,500,VISA,7000.00,5000.00,4,N,726,M,199000.00,Y,10-Jul-13,0.874622519,0.180906959,0.027764739,0.640333619,3,0,14,5,10,507920852,20000.00,0.00,0.00,16700.00,1,2013,80202,4915668468,1
3,28,Y,460,MC,9000.00,6920.00,1,N,729,F,24000.00,N,1-Apr-13,0.543330347,0.682963931,0.613147139,0.892414307,3,1,41,11,23,508033111,1500.00,100.00,5.00,1600.00,0,2013,95109,4952107670,1
3,30,N,450,MC,7000.00,5000.00,0,Y,564,F,27000.00,N,8-May-13,0.836359711,0.75263448,0.794497095,0.627046634,1,3,62,13,32,508378690,12500.00,1100.00,66.00,13600.00,0,2013,90189,5168768440,1
4,39,N,300,MC,4000.00,1900.00,0,N,582,M,96000.00,Y,6-Nov-12,0.125655063,0.0733356,0.099495331,0.994856405,1,1,41,11,23,508629593,150000.00,1500.00,105.00,151500.00,0,2012,85003,1525920220,1
1,46,N,420,MC,5000.00,3450.00,0,N,696,M,36000.00,Y,18-Dec-12,0.564641981,0.811000229,0.687821105,0.1805376,2,1,41,11,23,508935775,200000.00,0.00,0.00,151500.00,0,2012,90189,7464992133,1
3,45,N,500,MC,4000.00,1900.00,4,Y,579,F,58000.00,N,20-Jun-13,0.44941497,0.358761837,0.904088404,0.722782137,3,1,41,11,23,509097215,200000.00,0.00,0.00,13600.00,1,2013,80202,2665506770,0
4,34,N,480,MC,2000.00,0.00,3,N,642,F,93000.00,N,16-May-14,0.480570243,0.119680239,0.300125241,0.578345235,5,1,41,11,23,509150619,20000.00,181500.00,12705.00,201500.00,1,2014,84601,8458644300,1
1,53,Y,240,MC,2000.00,0.00,1,Y,675,M,37000.00,N,16-Apr-14,0.840942886,0.929385402,0.885164144,0.062049177,4,4,71,20,34,509558660,200000.00,1500.00,105.00,201500.00,0,2014,95109,242621037,1
3,30,N,240,MC,3000.00,1000.00,1,N,735,F,44000.00,N,30-Mar-13,0.54642214,0.727051996,0.136737068,0.497996781,3,1,41,11,23,509579646,300000.00,0.00,0.00,13600.00,0,2013,98101,7545281927,0
1,34,Y,440,VISA,5000.00,2575.00,4,N,687,M,43000.00,N,15-Jan-12,0.859189002,0.616152916,0.237670959,0.751598788,2,0,14,5,10,509591419,10000.00,241500.00,12075.00,251500.00,1,2012,82001,9095118260,1
2,57,N,340,MC,2000.00,0.00,0,N,651,M,62000.00,Y,12-Dec-12,0.679984487,0.361708184,0.520846336,0.884293729,1,2,59,17,29,509693457,15000.00,136500.00,9555.00,151500.00,0,2012,85035,5236571215,1
3,36,N,420,VISA,10000.00,7500.00,1,Y,558,F,46000.00,Y,8-Mar-12,0.584016913,0.420691619,0.002354266,0.675703679,4,3,62,13,32,509702723,300000.00,0.00,0.00,21500.00,0,2012,97209,2698293525,0
3,31,N,410,MC,3000.00,750.00,3,N,699,M,19500.00,N,30-Mar-13,0.957620381,0.264569959,0.61109517,0.224994326,5,3,62,13,32,509771876,20000.00,281500.00,14075.00,301500.00,0,2013,89044,6604942194,1
1,29,N,240,VISA,4000.00,2100.00,4,Y,729,F,40000.00,N,8-Jun-12,0.030633637,0.104237374,0.067435505,0.21464298,5,2,59,17,29,509776980,250000.00,0.00,0.00,201500.00,1,2012,94116,5177032419,1
